#cadence number, black residual [ADU/LC/pixel]
142225, -6.181250
142226, -7.042624
142227, -15.082578
142228, -7.083454
142229, 0.228125
142230, -5.918067
142231, -6.044493
142232, -7.152325
142233, -7.249727
142234, -5.572238
142235, -6.076469
142236, -6.097130
142237, -9.219082
142238, -5.271481
142239, -6.995398
142240, -5.231821
142241, -10.509783
142242, -6.578029
142243, -7.357952
142244, -6.501006
142245, -6.573320
142246, -6.415902
142247, -13.737340
142248, -6.041050
142249, -6.041050
142250, -5.213445
142251, -6.510353
142252, -6.320959
142253, -4.295674
142254, -5.492293
142255, -6.461160
142256, -5.634222
142257, -7.446008
142258, -7.360412
142259, -7.373202
142260, -6.746481
142261, -5.507303
142262, -5.937744
142263, -6.268814
142264, -7.078029
142265, -6.539869
142266, -6.562990
142267, -6.820588
142268, -8.004351
142269, -5.793608
142270, -6.749432
142271, -9.968921
142272, -7.571943
142273, -7.093785
142274, -6.859133
142275, -11.333464
142276, -6.609723
142277, -6.987527
142278, -7.963727
142279, -7.961061
142280, -13.154007
142281, -7.485363
142282, -6.152718
142283, -7.353033
142284, -5.833981
142285, -10.696838
142286, -6.352443
142287, -7.798232
142288, -5.406898
142289, -6.864544
142290, -6.598409
142291, -5.354804
142292, -7.491266
142293, -6.966374
142294, -5.610117
142295, -8.101262
142296, -5.996776
142297, -7.157736
142298, -6.315548
142299, -7.614741
142300, -6.377039
142301, -5.708981
142302, -5.495497
142303, -6.515348
142304, -6.625957
142305, -7.515371
142306, -7.545379
142307, -7.840046
142308, -13.993293
142309, -7.338767
142310, -10.687068
142311, -8.011239
142312, -6.087783
142313, -10.553863
142314, -5.361691
142315, NaN
142316, -8.452010
142317, -11.168728
142318, -7.255139
142319, -6.780916
142320, -7.928594
142321, -5.725350
142322, -7.502089
142323, -7.491266
142324, -6.551675
142325, -6.682529
142326, -5.790164
142327, -10.913741
142328, -11.876579
142329, -7.579814
142330, -6.502974
142331, -6.432628
142332, -7.210865
142333, -13.386150
142334, -7.301872
142335, -6.798133
142336, -7.888747
142337, -8.141109
142338, -6.850770
142339, -5.297740
142340, -5.862970
142341, -8.023045
142342, -10.743857
142343, -8.701911
142344, -8.459389
142345, -7.323025
142346, -11.515896
142347, -7.277276
142348, -7.351557
142349, -8.301479
142350, -6.041050
142351, -7.568991
142352, -6.744021
142353, -7.819385
142354, -6.986544
142355, -8.431482
142356, -8.728476
142357, -12.022814
142358, -14.767102
142359, -7.240381
142360, -7.136091
142361, -8.407244
142362, -12.334912
142363, -6.114880
142364, -7.718047
142365, -10.117891
142366, -15.582578
142367, -8.280325
142368, -7.673281
142369, -8.136065
142370, -8.805707
142371, -6.437055
142372, -8.125367
142373, -8.389043
142374, -6.221589
142375, -12.322685
142376, -8.081093
142377, -8.513501
142378, -8.606969
142379, -7.543411
142380, -9.311416
142381, -11.767505
142382, -9.003958
142383, -7.859231
142384, -6.890529
142385, -6.938826
142386, -7.537508
142387, -6.806004
142388, -9.850678
142389, -9.295182
142390, -8.648783
142391, -9.400947
142392, -9.546067
142393, -9.900751
142394, -7.860215
142395, -8.888354
142396, -11.490639
142397, -7.974344
142398, -20.951626
142399, -9.069385
142400, -7.747071
142401, -12.786167
142402, -7.180857
142403, -6.658386
142404, -8.992643
142405, -12.658914
142406, -8.310172
142407, -11.787615
142408, -11.837325
142409, -10.806437
142410, -8.082569
142411, NaN
142412, -7.961324
142413, -8.313777
142414, -9.025945
142415, -8.860767
142416, -9.679873
142417, -9.434399
142418, -9.826961
142419, -8.948370
142420, -7.778329
142421, -9.698074
142422, -12.716830
142423, -10.719326
142424, -8.679283
142425, -9.654784
142426, -11.809011
142427, -8.311317
142428, -14.547589
142429, -8.420034
142430, -9.913541
142431, -9.293214
142432, -9.242053
142433, -10.106378
142434, -12.881083
142435, -11.352608
142436, -14.266379
142437, -8.901144
142438, -9.839751
142439, -14.633979
142440, -13.468117
142441, -10.817220
142442, -8.417575
142443, -10.281506
142444, -8.637960
142445, -9.419255
142446, -11.078928
142447, -13.300002
142448, -11.252544
142449, -12.047911
142450, -13.586199
142451, -10.012911
142452, -9.502285
142453, 12.901230
142454, -13.123200
142455, -13.556920
142456, -9.060172
142457, -9.572076
142458, -12.667923
142459, -14.687872
142460, -8.645831
142461, -12.482756
142462, -17.975436
142463, -10.123104
142464, -10.138846
142465, -12.326386
142466, -16.618293
142467, -11.425324
142468, -10.705552
142469, -12.229378
142470, -18.195674
142471, -13.701386
142472, -13.379635
142473, -8.628614
142474, -15.511714
142475, -8.145124
142476, -9.692663
142477, -13.578638
142478, -15.636150
142479, -17.326626
142480, -18.332578
142481, -18.880197
142482, -14.775066
142483, -9.560172
142484, -17.600436
142485, -13.326868
142486, -9.745792
142487, -10.448271
142488, -10.704517
142489, -8.772969
142490, -11.304219
142491, -10.478279
142492, -14.870626
142493, -10.407933
142494, -11.575780
142495, -12.729700
142496, -10.853623
142497, -11.814642
142498, -8.567122
142499, 14.749519
142500, -9.502285
142501, -10.099491
142502, -10.739003
142503, -10.349393
142504, -14.402158
142505, -10.097032
142506, -10.268716
142507, NaN
142508, -14.263162
142509, -10.229815
142510, -17.008818
142511, -16.528445
142512, -11.440991
142513, -14.017666
142514, -10.839849
142515, -9.435383
142516, -18.243293
142517, -14.595851
142518, -10.037508
142519, -15.149262
142520, -11.051243
142521, -14.382853
142522, -11.707126
142523, -16.278927
142524, -15.754796
142525, -10.989397
142526, -11.540853
142527, -11.752876
142528, -13.746109
142529, -12.059841
142530, -14.049967
142531, -12.877705
142532, -20.159959
142533, -10.789338
142534, -14.149101
142535, -16.525871
142536, -10.249160
142537, -15.684494
142538, -15.179989
142539, -14.169854
142540, -11.731303
142541, -17.617891
142542, -15.489030
142543, -17.434655
142544, -11.549216
142545, -13.965543
142546, -11.261435
142547, 11.330124
142548, -11.492643
142549, -10.345886
142550, -15.914920
142551, -15.359043
142552, -15.904571
142553, -11.671508
142554, -16.679024
142555, -11.871355
142556, -15.195916
142557, -11.877428
142558, -15.640414
142559, -15.812872
142560, 12.557188
142561, -15.510105
142562, -14.695594
142563, -15.219564
142564, -14.077748
142565, -10.088177
142566, -17.656662
142567, -14.755118
142568, -22.249245
142569, -16.533432
142570, -14.696559
142571, -20.023055
142572, -16.421441
142573, -12.251203
142574, -16.183046
142575, -15.870465
142576, -19.975436
142577, -13.534654
142578, -15.918406
142579, -14.970691
142580, -20.314721
142581, -22.921864
142582, -17.620787
142583, -17.460716
142584, -15.767058
142585, -18.372074
142586, -11.112380
142587, -16.275475
142588, -17.408271
142589, -15.296945
142590, -17.559333
142591, -20.171864
142592, -12.897110
142593, -17.421141
142594, -11.142228
142595, -16.795497
142596, -12.494695
142597, -22.023055
142598, -21.564721
142599, -15.944951
142600, -16.094243
142601, -15.141057
142602, -17.474230
142603, NaN
142604, -14.707762
142605, -22.064721
142606, -12.674265
142607, -18.545015
142608, -16.774101
142609, -19.112261
142610, -16.478573
142611, -23.154007
142612, 15.537345
142613, -17.437229
142614, -17.371109
142615, -18.421624
142616, -23.493293
142617, -22.529007
142618, -20.481388
142619, -13.939515
142620, -17.933367
142621, -16.857503
142622, -23.701626
142623, -14.515076
142624, -24.558769
142625, -32.565556
142626, -17.835234
142627, -24.279007
142628, -1.760320
142629, -17.305150
142630, -21.290912
142631, -19.239191
142632, -18.502222
142633, -20.361295
142634, -17.680311
142635, -22.439721
142636, -29.036503
142637, -17.077482
142638, -19.754153
142639, -23.148055
142640, -26.437840
142641, -28.230077
142642, -19.404088
142643, -15.561416
142644, -17.822685
142645, -17.261392
142646, -20.612340
142647, -20.586199
142648, -25.473167
142649, -23.177816
142650, -17.809655
142651, -19.852150
142652, -28.325479
142653, -25.064721
142654, -17.970576
142655, -7.645502
142656, -24.439721
142657, -22.630197
142658, -8.773925
142659, -25.445674
142660, -17.661674
142661, 21.948256
142662, -20.384944
142663, -21.975436
142664, -18.587804
142665, -23.981388
142666, -25.570674
142667, 19.937528
142668, -19.216508
142669, -19.829811
142670, -23.933769
142671, -30.751685
142672, -21.123683
142673, -26.636150
142674, -20.746206
142675, -19.576868
142676, -20.185942
142677, -18.156019
142678, -25.100436
142679, -23.665912
142680, -27.350436
142681, -21.803702
142682, -18.821559
142683, -24.737340
142684, -25.195674
142685, -29.288460
142686, -20.143310
142687, -31.459448
142688, -20.809011
142689, -19.505279
142690, -21.482595
142691, -28.148055
142692, -27.064721
142693, -24.148055
142694, -23.083464
142695, -20.918728
142696, -20.698812
142697, -20.971978
142698, -20.945433
142699, NaN
142700, -27.832578
142701, -26.939721
142702, -20.928380
142703, -23.248683
142704, -12.152425
142705, -27.975436
142706, -19.721198
142707, -22.681920
142708, -25.695674
142709, -226.137138
142710, -26.999245
142711, -24.707578
142712, -26.368293
142713, -28.695674
142714, -21.614674
142715, -20.949294
142716, -8.331771
142717, -27.636150
142718, -238.756186
142719, -31.456337
142720, -2.034433
142721, -28.898055
142722, -5.660584
142723, -20.073082
142724, -27.874245
142725, -21.731147
142726, -26.606388
142727, -24.233239
142728, -28.124245
142729, -29.850436
142730, -22.509301
142731, -33.238639
142732, -23.013483
142733, -28.475436
142734, -61.744048
142735, -24.262518
142736, -28.040912
142737, -29.350436
142738, -27.904007
142739, -27.981388
142740, -30.689721
142741, -27.898055
142742, -30.284959
142743, -30.671864
142744, -28.826626
142745, -30.874245
142746, -29.165912
142747, -3.308940
142748, -243.577614
142749, -29.421864
142750, -25.987340
142751, -244.410948
142752, -247.982376
142753, -29.154007
142754, -250.541900
142755, -27.433769
142756, -23.903242
142757, -32.392102
142758, -36.249076
142759, -30.904007
142760, -24.788902
142761, -41.589883
142762, -23.638001
142763, -14.873228
142764, -26.123361
142765, -29.921864
142766, -29.433769
142767, -28.612340
142768, -29.638752
142769, -25.515414
142770, -22.203108
142771, -25.959912
142772, -29.261150
142773, -30.517102
142774, -29.517102
142775, -253.041900
142776, -70.339286
142777, -34.136150
142778, -31.659959
142779, -34.508209
142780, -37.000870
142781, -29.594483
142782, -29.951626
142783, -48.065038
142784, -24.274423
142785, -19.462692
142786, -37.459122
142787, -29.892102
142788, -31.761150
142789, -33.891443
142790, -258.577614
142791, -24.934483
142792, -31.582578
142793, -10.123746
142794, -33.499245
142795, NaN
142796, -258.815709
142797, -29.987340
142798, -39.392015
142799, -33.296864
142800, -37.736356
142801, -24.280722
142802, -264.529995
142803, -31.326626
142804, -267.149043
142805, -32.582578
142806, -25.442859
142807, -33.862340
142808, -269.768090
142809, -29.880197
142810, -27.392988
142811, -33.921864
142812, -32.945674
142813, -33.820674
142814, -38.198277
142815, -38.396010
142816, -33.880197
142817, -28.025550
142818, -267.506186
142819, -34.207578
142820, -34.201626
142821, -32.761150
142822, -67.160715
142823, -32.540912
142824, -34.892102
142825, -2.444655
142826, -32.963531
142827, -266.672852
142828, -32.039682
142829, -30.464340
142830, -271.196662
142831, -26.918320
142832, -11.380889
142833, -35.040912
142834, -29.784719
142835, -34.868293
142836, -36.499245
142837, -43.515466
142838, 7.340397
142839, -36.169248
142840, -36.695674
142841, -273.160948
142842, -275.006186
142843, -35.981388
142844, -277.506186
142845, -38.948848
142846, -34.606388
142847, -38.344483
142848, -277.744281
142849, -34.600436
142850, -274.410948
142851, -39.102957
142852, -41.407670
142853, -0.346897
142854, -279.470471
142855, -23.165273
142856, -34.189721
142857, -281.077614
142858, -44.800528
142859, -36.154007
142860, -38.920717
142861, -33.006740
142862, -43.070260
142863, -37.154007
142864, -279.887138
142865, -52.223941
142866, -282.625233
142867, -280.601424
142868, -281.018090
142869, -78.494048
142870, -284.291900
142871, -56.292264
142872, -287.208567
142873, -42.579800
142874, -283.399043
142875, -36.658485
142876, -5.039880
142877, -70.779763
142878, -38.189721
142879, -287.565709
142880, -47.278104
142881, -8.182110
142882, -41.356708
142883, -38.939721
142884, -290.601424
142885, -291.851424
142886, -59.982864
142887, -288.458567
142888, -52.700132
142889, -37.170553
142890, -282.922852
142891, NaN
142892, -52.645784
142893, -38.773055
142894, -288.934757
142895, -50.061046
142896, -286.137138
142897, -289.410948
142898, -37.079664
142899, -48.480811
142900, -10.840413
142901, -36.602631
142902, -38.779007
142903, -295.720471
142904, -298.399043
142905, -291.791900
142906, -299.589519
142907, -50.554768
142908, -48.051506
142909, -48.894624
142910, -48.240678
142911, -301.732376
142912, -295.601424
142913, -47.953251
142914, -298.815709
142915, -303.220471
142916, -42.523055
142917, -305.899043
142918, -49.349207
142919, -305.184757
142920, -309.708567
142921, -49.175528
142922, -307.387138
142923, -32.833176
142924, -38.520970
142925, -306.970471
142926, -303.994281
142927, -52.722494
142928, -57.218765
142929, -308.696662
142930, -40.154082
142931, -309.589519
142932, -310.006186
142933, -45.197071
142934, -42.665497
142935, -309.053805
142936, -307.922852
142937, -39.995080
142938, -45.148055
142939, -41.375135
142940, -308.101424
142941, -308.875233
142942, -304.232376
142943, -45.130197
142944, -318.399043
142945, -317.089519
142946, -52.565531
142947, -44.383942
142948, -54.693711
142949, -312.268090
142950, -44.124245
142951, -51.911992
142952, -313.399043
142953, -316.018090
142954, -11.052460
142955, -313.756186
142956, -53.014813
142957, -52.695586
142958, -314.649043
142959, -317.089519
142960, -319.172852
142961, -322.506186
142962, -323.994281
142963, -318.160948
142964, -320.660948
142965, -316.910948
142966, -318.696662
142967, -52.518499
142968, -314.410948
142969, -51.842683
142970, -322.565709
142971, -324.113328
142972, -324.649043
142973, -48.094483
142974, -318.637138
142975, -321.732376
142976, -325.660948
142977, -323.577614
142978, -326.434757
142979, -331.732376
142980, -326.851424
142981, -74.514717
142982, -38.587471
142983, -324.827614
142984, -53.168923
142985, -330.720471
142986, -55.822071
142987, NaN
142988, -331.256186
142989, -45.982523
142990, -331.672852
142991, -335.303805
142992, -60.334203
142993, -336.613328
142994, -336.613328
142995, -336.910948
142996, -333.875233
142997, -63.833672
142998, -48.491085
142999, -55.122608
143000, -329.351424
143001, -54.512547
143002, -332.625233
143003, -23.691782
143004, -336.970471
143005, -51.738100
143006, -336.672852
143007, -58.862416
143008, -335.601424
143009, -334.827614
143010, -334.351424
143011, -342.208567
143012, -342.803805
143013, -342.803805
143014, -344.827614
143015, -346.137138
143016, -351.256186
143017, -348.875233
143018, -66.155101
143019, -52.578023
143020, -341.077614
143021, -342.089519
143022, -59.668026
143023, -340.422852
143024, -337.684757
143025, -345.482376
143026, -59.254621
143027, -346.137138
143028, -350.899043
143029, -68.504997
143030, -347.922852
143031, -41.213313
143032, -101.827382
143033, -351.732376
143034, -60.999565
143035, -22.581150
143036, -3.104052
143037, -353.220471
143038, -355.184757
143039, -65.031912
143040, -355.422852
143041, -352.506186
143042, -355.363328
143043, -359.827614
143044, -352.803805
143045, -356.196662
143046, -356.077614
143047, -353.518090
143048, -353.279995
143049, -60.176424
143050, -355.244281
143051, -355.541900
143052, -352.922852
143053, -350.006186
143054, -351.851424
143055, -352.446662
143056, -358.994281
143057, -361.851424
143058, -357.506186
143059, -356.851424
143060, -356.851424
143061, -353.815709
143062, -57.875642
143063, -355.899043
143064, -356.613328
143065, -357.625233
143066, -362.387138
143067, 1.614256
143068, -360.125233
143069, -360.303805
143070, -359.649043
143071, -359.291900
143072, -355.244281
143073, -362.208567
143074, -70.845439
143075, -353.994281
143076, -355.541900
143077, -359.529995
143078, -363.696662
143079, -366.018090
143080, -364.172852
143081, -365.601424
143082, -364.351424
143083, NaN
143084, -370.541900
143085, -368.399043
143086, -368.696662
143087, -368.577614
143088, -368.756186
143089, -374.768090
143090, -372.208567
143091, -373.637138
143092, -376.434757
143093, -373.815709
143094, -374.470471
143095, -372.922852
143096, -372.625233
143097, -372.922852
143098, -62.970105
143099, -375.363328
143100, -370.899043
143101, 0.756492
143102, -367.149043
143103, -369.529995
143104, -369.410948
143105, -62.153383
143106, -376.851424
143107, -376.553805
143108, -381.803805
143109, -381.857376
143110, -385.672852
143111, -382.982376
143112, -381.024043
143113, -382.756186
143114, -388.053805
143115, -383.589519
143116, -384.851424
143117, -391.095471
143118, -385.613328
143119, -380.857376
143120, -382.768090
143121, -384.125233
143122, -386.101424
143123, -389.916900
143124, -388.131186
143125, -393.309757
143126, -392.113328
143127, -390.470471
143128, -382.821662
143129, -384.559757
143130, -385.333567
143131, -388.065709
143132, -73.067892
143133, -387.607376
143134, -75.296575
143135, -386.047852
143136, -68.583976
143137, -387.071662
143138, -388.137138
143139, -391.363328
143140, -387.601424
143141, -387.785948
143142, -385.869281
143143, -384.208567
143144, -384.333567
143145, -386.470471
143146, -387.434757
143147, -391.184757
143148, -388.321662
143149, -83.892678
143150, -387.375233
143151, -388.803805
143152, -390.416900
143153, -395.083567
143154, -392.458567
143155, -397.166900
143156, -397.041900
143157, -397.095471
143158, -396.149043
143159, -394.654995
143160, -399.964519
143161, -402.720471
143162, -402.899043
143163, -0.446739
143164, 3.971712
143165, -403.131186
143166, -64.986854
143167, -396.946662
143168, 0.120437
143169, -399.750233
143170, -397.708567
143171, -393.946662
143172, -399.857376
143173, -402.113328
143174, -397.458567
143175, -401.404995
143176, -398.535948
143177, -404.744281
143178, -405.535948
143179, NaN
143180, -407.678805
143181, -402.375233
143182, -409.154995
143183, -408.333567
143184, -408.095471
143185, -403.619281
143186, -405.553805
143187, 2.757342
143188, -407.922852
143189, 0.173159
143190, 1.162104
143191, -409.357376
143192, -411.274043
143193, -413.369281
143194, -415.571662
143195, 1.418907
143196, 2.336424
143197, -414.321662
143198, -417.119281
143199, 1.997138
143200, -413.613328
143201, -412.059757
143202, -414.512138
143203, -0.673780
143204, -411.095471
143205, 0.060914
143206, -413.208567
143207, 3.946968
143208, 1.493737
143209, -416.256186
143210, 0.929111
143211, -417.821662
143212, -0.386365
143213, -425.274043
143214, 0.091526
143215, -2.053032
143216, 2.536254
143217, -423.387138
143218, -422.006186
143219, -426.250233
143220, 1.838975
143221, -2.672080
143222, 2.103431
143223, 3.372988
143224, 2.280301
143225, 2.703771
143226, 1.359383
143227, -425.654995
143228, -421.768090
143229, -423.393090
143230, 2.395097
143231, -424.476424
143232, 3.130641
143233, -432.535948
143234, -433.006186
143235, 1.916356
143236, 4.138295
143237, 3.913805
143238, 5.017546
143239, 5.462274
143240, 1.442716
143241, 3.799859
143242, 0.975029
143243, 3.519247
143244, 4.413805
143245, 3.240335
143246, 1.924859
143247, -435.434757
143248, 5.407852
143249, 4.734383
143250, 3.713124
143251, 1.625539
143252, 1.545607
143253, 4.088124
143254, 6.605982
143255, -440.863328
143256, 1.565165
143257, 3.648499
143258, 3.394247
143259, 2.923159
143260, 0.715676
143261, 2.270097
143262, -443.869281
143263, 7.134043
143264, 3.441866
143265, 4.199519
143266, -438.696662
143267, 5.113635
143268, 2.229281
143269, 6.764145
143270, 5.769247
143271, 1.661254
143272, 4.757342
143273, 4.730982
143274, 6.085573
143275, NaN
143276, 3.063465
143277, 7.698669
143278, 3.548159
143279, 3.242886
143280, 8.043907
143281, 5.369587
143282, 9.006492
143283, 6.437614
143284, 5.951220
143285, 7.388295
143286, 5.958022
143287, 6.562614
143288, 5.173159
143289, 7.051560
143290, 9.670607
143291, 4.271798
143292, 12.097478
143293, 7.878941
143294, 8.638295
143295, 9.422308
143296, 11.699519
143297, 13.662954
143298, 11.291356
143299, 12.696118
143300, 8.735233
143301, 12.511594
143302, 9.059213
143303, 12.291356
143304, 9.120437
143305, 7.523499
143306, 13.499689
143307, 12.534553
143308, 10.213124
143309, 13.680812
143310, 10.576220
143311, 15.441866
143312, 10.947818
143313, 18.501390
143314, 14.958022
143315, 18.360233
143316, 11.061764
143317, 18.446968
143318, 15.377240
143319, 19.049859
143320, 18.934213
143321, 18.534553
143322, 14.693567
143323, 13.635744
143324, 18.722478
143325, 16.727580
143326, 19.027750
143327, 18.470778
143328, 20.152750
143329, 21.537954
143330, 16.387444
143331, 17.570267
143332, 14.688465
143333, -441.285948
143334, 21.021798
143335, 22.552410
143336, 21.662104
143337, 19.397648
143338, -438.910948
143339, -433.910948
143340, -438.803805
143341, -440.410948
143342, -444.285948
143343, -442.940709
143344, -441.672852
143345, -445.559757
143346, -443.541900
143347, -444.976424
143348, -443.238328
143349, -450.345471
143350, -445.214519
143351, -444.797852
143352, -441.815709
143353, -446.107376
143354, -448.077614
143355, -446.178805
143356, -446.119281
143357, -442.428805
143358, -444.994281
143359, -449.529995
143360, -442.910948
143361, -442.208567
143362, -442.720471
143363, -449.137138
143364, -445.315709
143365, -445.256186
143366, -446.976424
143367, -446.446662
143368, -442.851424
143369, -440.899043
143370, -440.244281
143371, NaN
143372, -447.768090
143373, -441.220471
143374, -442.107376
143375, -447.827614
143376, -449.274043
143377, -450.244281
143378, -445.279995
143379, -444.345471
143380, -444.214519
143381, -446.488328
143382, -444.047852
143383, -440.875233
143384, -441.571662
143385, -438.774043
143386, -440.756186
143387, -440.946662
143388, -441.529995
143389, -447.994281
143390, -450.029995
143391, -449.666900
143392, -450.220471
143393, -449.851424
143394, -450.160948
143395, -452.541900
143396, -448.071662
143397, -452.607376
143398, -458.041900
143399, -450.916900
143400, -451.357376
143401, -452.428805
143402, -452.506186
143403, -451.244281
143404, -452.244281
143405, -454.041900
143406, -458.125233
143407, -456.571662
143408, -456.452614
143409, -455.577614
143410, -463.041900
143411, -463.274043
143412, -460.351424
143413, -461.779995
143414, -459.559757
143415, -461.535948
143416, -461.595471
143417, -458.857376
143418, -459.494281
143419, -457.149043
143420, -461.315709
143421, -461.434757
143422, -456.827614
143423, -466.220471
143424, -465.143090
143425, -463.744281
143426, -460.482376
143427, -461.143090
143428, -462.988328
143429, -462.452614
143430, -465.029995
143431, -459.357376
143432, -463.779995
143433, -464.375233
143434, -465.440709
143435, -471.149043
143436, -464.672852
143437, -468.613328
143438, -466.940709
143439, -462.339519
143440, -467.119281
143441, -469.750233
143442, -469.660948
143443, -472.274043
143444, -473.482376
143445, -465.887138
143446, -472.440709
143447, -475.149043
143448, -471.726424
143449, -473.762138
143450, -481.101424
143451, -474.899043
143452, -477.452614
143453, -477.285948
143454, -470.404995
143455, -473.946662
143456, -474.976424
143457, -476.768090
143458, -478.803805
143459, -475.071662
143460, -471.785948
143461, -471.904995
143462, -473.357376
143463, -474.113328
143464, -464.315709
143465, -472.940709
143466, -474.684757
143467, NaN
143468, -479.940709
143469, -476.524043
143470, -476.059757
143471, -478.083567
143472, -479.077614
143473, -481.494281
143474, -480.821662
143475, -481.708567
143476, -480.268090
143477, -479.035948
143478, -487.482376
143479, -477.434757
143480, -476.470471
143481, -478.619281
143482, -477.660948
143483, -479.268090
143484, -482.750233
143485, -487.053805
143486, -486.601424
143487, -486.089519
143488, -487.119281
143489, -488.089519
143490, -488.541900
143491, -485.381186
143492, -488.774043
143493, -489.756186
143494, -489.797852
143495, -491.553805
143496, -486.512138
143497, -492.149043
143498, -493.714519
143499, -494.779995
143500, -496.762138
143501, -497.660948
143502, -493.095471
143503, -491.762138
143504, -492.024043
143505, -488.363328
