#cadence number, black residual [ADU/LC/pixel]
143506, -491.779995
143507, -493.458567
143508, -494.416900
143509, -493.518090
143510, -493.518090
143511, -492.268090
143512, -493.315709
143513, -495.137138
143514, -496.452614
143515, -495.904995
143516, -498.660948
143517, -493.387138
143518, -488.291900
143519, -493.357376
143520, -492.553805
143521, -491.065709
143522, 17.863635
143523, -495.916900
143524, -496.268090
143525, -494.815709
143526, -500.458567
143527, 21.899349
143528, 25.080471
143529, 24.203771
143530, -503.119281
143531, 21.003090
143532, -503.690709
143533, -508.910948
143534, -507.065709
143535, -513.345471
143536, -513.160948
143537, -512.875233
143538, -517.863328
143539, -517.833567
143540, -517.672852
143541, 19.353431
143542, 20.375539
143543, -515.012138
143544, 20.829621
143545, -511.434757
143546, -506.143090
143547, 15.970778
143548, -512.869281
143549, 22.577920
143550, 17.779451
143551, 17.593227
143552, 18.793907
143553, 17.964825
143554, 15.477580
143555, -524.744281
143556, -517.434757
143557, 22.314315
143558, 21.185914
143559, -520.696662
143560, 18.904451
143561, 16.369587
143562, 19.468227
143563, NaN
143564, 18.577070
143565, -514.000233
143566, -514.666900
143567, 18.153601
143568, 17.839825
143569, 20.641696
143570, 16.296458
143571, 19.244587
143572, 18.276900
143573, 23.765846
143574, -525.089519
143575, 22.702920
143576, 20.859383
143577, 20.486084
143578, 14.665505
143579, 19.327920
143580, 19.611084
143581, 16.259893
143582, -521.613328
143583, 19.784553
143584, 11.420607
143585, -522.065709
143586, 16.308363
143587, 13.130641
143588, 12.274349
143589, 14.498839
143590, 19.205471
143591, -519.601424
143592, -522.053805
143593, -523.440709
143594, 19.122138
143595, 18.103431
143596, 16.923159
143597, 17.200369
143598, -528.833567
143599, 13.297308
143600, -521.214519
143601, -524.232376
143602, 15.630641
143603, -523.059757
143604, -522.208567
143605, 15.843227
143606, -526.654995
143607, -529.428805
143608, -526.464519
143609, 13.442716
143610, -524.416900
143611, -523.410948
143612, 15.651900
143613, -522.166900
143614, 17.105131
143615, -529.601424
143616, -522.464519
143617, 16.179961
143618, 16.104281
143619, -523.827614
143620, -521.839519
143621, 13.835573
143622, 14.378941
143623, -521.654995
143624, -522.137138
143625, -524.577614
143626, -526.190709
143627, -526.553805
143628, -521.565709
143629, 12.743737
143630, -526.071662
143631, -520.815709
143632, -523.315709
143633, 10.635744
143634, -530.351424
143635, 10.613635
143636, -529.613328
143637, -532.018090
143638, 22.792001
143639, 14.466526
143640, 11.077920
143641, -530.833567
143642, -534.404995
143643, -536.500233
143644, 12.903601
143645, -536.434757
143646, -530.071662
143647, -526.982376
143648, -524.458567
143649, -523.869281
143650, 9.287954
143651, -527.393090
143652, 11.974179
143653, -537.607376
143654, -539.375233
143655, -536.077614
143656, 10.225029
143657, 11.260744
143658, 15.120870
143659, NaN
143660, -523.190709
143661, -522.952614
143662, 8.503090
143663, -524.178805
143664, -526.928805
143665, 7.550710
143666, -522.291900
143667, 6.424009
143668, 19.095573
143669, 9.973329
143670, -533.750233
143671, -532.637138
143672, -533.315709
143673, -532.994281
143674, 20.799442
143675, 22.070275
143676, -530.422852
143677, 20.067299
143678, 21.354501
143679, -535.762138
143680, -535.035948
143681, -540.309757
143682, -537.631186
143683, -533.732376
143684, 12.848549
143685, 15.769680
143686, -536.464519
143687, 15.260751
143688, 18.050930
143689, -535.750233
143690, 17.412537
143691, 22.303906
143692, 14.565811
143693, 20.183370
143694, 18.729501
143695, 5.599926
143696, -540.839519
143697, -544.351424
143698, -544.369281
143699, 21.497358
143700, -540.351424
143701, 6.188465
143702, 16.397656
143703, 16.168489
143704, -547.363328
143705, 16.330692
143706, 15.738430
143707, 20.257775
143708, 17.854501
143709, -545.154995
143710, 12.985453
143711, 16.070275
143712, 15.262239
143713, 4.318921
143714, -552.202614
143715, 16.414025
143716, 8.570275
143717, -552.529995
143718, -543.881186
143719, -549.506186
143720, 4.639995
143721, -544.422852
143722, -546.565709
143723, 19.135751
143724, 20.265215
143725, 14.534561
143726, -550.416900
143727, 15.806882
143728, 13.844084
143729, 14.908073
143730, -545.214519
143731, -547.726424
143732, 9.095389
143733, 17.544977
143734, 12.942299
143735, -551.595471
143736, 11.922953
143737, 13.434858
143738, -548.214519
143739, 11.522656
143740, 11.643192
143741, 10.422953
143742, 10.167001
143743, 19.028608
143744, 14.972061
143745, 12.882775
143746, 17.978013
143747, 11.105989
143748, -549.256186
143749, 14.323251
143750, 9.643192
143751, 11.513727
143752, 8.445275
143753, 9.294977
143754, -545.702614
143755, NaN
143756, 11.640215
143757, 12.239918
143758, 4.206752
143759, 19.861942
143760, 3.686632
143761, 9.937834
143762, 8.403608
143763, 12.013727
143764, 10.972061
143765, 14.028608
143766, 12.061346
143767, 9.396168
143768, 11.574739
143769, 13.705692
143770, 10.013727
143771, 15.405096
143772, 14.364918
143773, 12.945275
143774, 12.199739
143775, 13.034189
143776, 15.116406
143777, 10.083668
143778, 4.029582
143779, 11.137239
143780, 9.220573
143781, 15.073251
143782, 9.605989
143783, 1.144737
143784, 9.524144
143785, 3.062552
143786, 12.068787
143787, 0.532994
143788, 8.870870
143789, 8.911049
143790, 9.550930
143791, 9.815811
143792, 2.869159
143793, 10.344084
143794, -554.732376
143795, 13.763727
143796, 8.315811
143797, 9.603013
143798, 14.103013
143799, 12.537537
143800, 12.274144
143801, 8.424442
143802, 6.815811
143803, 3.274253
143804, 9.696763
143805, 6.085156
143806, 10.260751
143807, 0.924399
143808, -4.157081
143809, 8.233965
143810, 8.683370
143811, 5.230989
143812, 0.765641
143813, 8.647656
143814, 5.692299
143815, 4.803906
143816, 8.879799
143817, 1.683594
143818, 11.866406
143819, 10.086644
143820, 4.616252
143821, 10.230989
143822, 1.992783
143823, 6.379799
143824, 9.696763
143825, -2.930228
143826, -576.916900
143827, -1.044788
143828, 10.714620
143829, 6.235453
143830, 1.743208
143831, -2.410554
143832, 1.358765
143833, 1.832931
143834, 6.027120
143835, 8.683370
143836, -575.613328
143837, 7.286049
143838, -569.238328
143839, -0.894821
143840, -0.144623
143841, 1.161856
143842, 1.169215
143843, -0.938320
143844, -0.020440
143845, 7.167001
143846, -566.404995
143847, 0.858260
143848, -565.143090
143849, 2.541776
143850, -567.458567
143851, NaN
143852, -0.190835
143853, -571.797852
143854, 1.319073
143855, -568.262138
143856, -568.029995
143857, -0.069792
143858, 0.754809
143859, -2.480971
143860, -573.029995
143861, 6.958668
143862, 11.028608
143863, -0.269374
143864, -576.678805
143865, -0.330305
143866, -0.574990
143867, -574.172852
143868, -3.952096
143869, -576.863328
143870, 6.547953
143871, -582.702614
143872, 6.702715
143873, 5.168489
143874, 3.813011
143875, 0.071149
143876, 6.524144
143877, -584.910948
143878, -582.428805
143879, -2.978646
143880, -0.164034
143881, -1.882683
143882, -582.952614
143883, -583.422852
143884, -72.698014
143885, -587.309757
143886, -579.702614
143887, -582.369281
143888, 0.627364
143889, -583.916900
143890, -2.006808
143891, -5.300915
143892, 0.271195
143893, -0.929447
143894, -2.013049
143895, -61.035106
143896, -589.143090
143897, -77.132400
143898, -99.739947
143899, -584.756186
143900, -584.643090
143901, -58.347735
143902, -588.851424
143903, -587.226424
143904, 0.021841
143905, -585.351424
143906, -593.274043
143907, -13.125927
143908, -84.924859
143909, -3.904365
143910, -595.297852
143911, -593.410948
143912, -585.940709
143913, -0.933958
143914, -589.577614
143915, -586.369281
143916, -4.820307
143917, -7.849086
143918, -2.335988
143919, -1.661908
143920, -590.178805
143921, -588.744281
143922, -147.910715
143923, -1.120589
143924, -589.309757
143925, -590.881186
143926, -589.047852
143927, -587.399043
143928, -590.375233
143929, -6.861603
143930, -58.797011
143931, -595.821662
143932, -599.660948
143933, -597.149043
143934, -594.821662
143935, -61.558916
143936, -592.857376
143937, -595.470471
143938, -594.208567
143939, -55.422011
143940, -601.476424
143941, -59.713678
143942, -600.393090
143943, -594.053805
143944, -589.446662
143945, -145.059525
143946, -108.701630
143947, NaN
143948, -10.324991
143949, -55.624392
143950, -593.256186
143951, -61.070820
143952, -67.386414
143953, -593.887138
143954, -59.743439
143955, -598.375233
143956, -601.268090
143957, -600.131186
143958, -5.962278
143959, -601.690709
143960, -57.844630
143961, -594.762138
143962, -92.688076
143963, -138.029763
143964, -589.774043
143965, -105.380202
143966, -595.952614
143967, -40.048731
143968, -596.160948
143969, -598.994281
143970, -598.410948
143971, -42.264540
143972, -40.262048
143973, -6.274419
143974, -8.492741
143975, -63.873955
143976, -600.690709
143977, -121.583334
143978, -605.089519
143979, -607.166900
143980, -15.794972
143981, -51.047011
143982, -607.149043
143983, -77.925321
143984, -42.783920
143985, -605.333567
143986, -10.450835
143987, -55.273201
143988, -22.630480
143989, -22.631377
143990, -11.064669
143991, -47.755344
143992, -131.630953
143993, -54.436802
143994, -65.727192
143995, -41.239623
143996, -120.202382
143997, -50.300727
143998, -70.449981
143999, -11.614161
144000, -2.645126
144001, -46.552963
144002, -120.565477
144003, -114.672620
144004, -129.535715
144005, -23.871295
144006, -119.815477
144007, -52.473070
144008, -18.850906
144009, -57.488573
144010, -123.851191
144011, -621.101424
144012, -33.490592
144013, -47.515013
144014, -128.154763
144015, -19.536383
144016, -57.248268
144017, -108.315477
144018, -106.869048
144019, -116.232144
144020, -20.243645
144021, -72.441477
144022, -18.895805
144023, -20.221835
144024, -13.671326
144025, -623.970471
144026, -46.518197
144027, -109.690477
144028, -17.595388
144029, -18.492278
144030, -627.589519
144031, -45.445820
144032, -34.995298
144033, -50.558916
144034, -117.035715
144035, -106.827382
144036, -18.436880
144037, -13.231393
144038, -22.323546
144039, -42.112487
144040, -94.547620
144041, -98.327382
144042, -18.866309
144043, NaN
144044, -23.522339
144045, -31.296517
144046, -19.226806
144047, -47.355960
144048, -114.398810
144049, -45.312771
144050, -112.994048
144051, -22.895056
144052, -5.578539
144053, -98.148810
144054, -11.592658
144055, -14.356102
144056, -20.682834
144057, -17.492439
144058, -25.079861
144059, -22.025753
144060, -22.280864
144061, -9.891194
144062, -20.203956
144063, -15.776831
144064, -14.665896
144065, -44.531901
144066, -18.966357
144067, -70.041100
144068, -12.403963
144069, -47.013352
144070, -89.124249
144071, -38.022627
144072, -22.365574
144073, -33.125642
144074, -19.799130
144075, -14.525622
144076, -42.131569
144077, -16.010106
144078, -2.646707
144079, -20.538076
144080, -16.247719
144081, -43.929188
144082, -19.771968
144083, -13.137655
144084, -22.038443
144085, -19.249128
144086, -44.804188
144087, 14.356035
144088, -21.854463
144089, -11.690909
144090, -33.226833
144091, -16.415984
144092, -17.312723
144093, -42.730406
144094, -14.165046
144095, -14.215177
144096, -21.133172
144097, -20.149645
144098, 7.114580
144099, -19.344310
144100, -88.458334
144101, -14.689604
144102, -24.141612
144103, -11.423732
144104, -22.145846
144105, -17.332236
144106, -22.191265
144107, -17.544305
144108, -14.323445
144109, 8.762634
144110, -15.292304
144111, -19.977165
144112, -15.487744
144113, -23.406650
144114, -20.467492
144115, -19.217942
144116, -13.035371
144117, -22.786457
144118, -18.832470
144119, -29.381595
144120, -12.308152
144121, -25.279662
144122, -19.132949
144123, -17.715690
144124, -21.527431
144125, -62.557124
144126, -26.609939
144127, -21.067344
144128, -20.530597
144129, -14.283096
144130, -19.218927
144131, -19.260057
144132, -21.062832
144133, -37.195246
144134, -10.702509
144135, 18.795623
144136, -42.826773
144137, -17.891401
144138, -21.944040
144139, NaN
144140, -22.968571
144141, 9.350086
144142, 19.148741
144143, -60.031609
144144, 15.697294
144145, -16.703949
144146, -17.904372
144147, -21.007092
144148, -18.141574
144149, -21.265990
144150, -15.603848
144151, -16.344369
144152, -25.454666
144153, -22.860885
144154, -13.207924
144155, 16.011276
144156, -30.911357
144157, -16.495895
144158, -13.311325
144159, -23.696507
144160, -13.559479
144161, -19.914699
144162, -13.608975
144163, -14.055509
144164, -22.141788
144165, -21.325439
144166, -32.197071
144167, -14.883472
144168, -21.241569
144169, -9.450033
144170, -14.814695
144171, -12.566442
144172, 7.996746
144173, -12.837803
144174, -83.238096
144175, -39.022903
144176, -25.322885
144177, -14.363768
144178, -12.851753
144179, -13.015921
144180, -77.898810
144181, -24.653951
144182, -8.150374
144183, 9.679330
144184, 11.171936
144185, 15.968033
144186, 8.394180
144187, -16.436392
144188, -20.057751
144189, -21.427126
144190, -11.195884
144191, -12.599105
144192, -15.265291
144193, -20.998122
144194, 9.663656
144195, -12.213498
144196, -15.699985
144197, -16.774392
144198, -12.293869
144199, -14.564591
144200, -22.382991
144201, -8.636240
144202, -21.399523
144203, -21.719626
144204, -22.136416
144205, 10.125255
144206, -10.605441
144207, 3.313750
144208, 16.170666
144209, -12.557659
144210, -9.969515
144211, -14.223798
144212, -24.891910
144213, -12.485779
144214, -11.282483
144215, -13.711007
144216, -43.726788
144217, -6.988403
144218, -13.297902
144219, -15.073821
144220, -21.533849
144221, -10.856725
144222, -20.372006
144223, -12.657345
144224, -11.582288
144225, -19.444785
144226, -14.282880
144227, -11.978046
144228, -13.167331
144229, -13.534371
144230, 5.296527
144231, 10.671009
144232, 5.258062
144233, -26.832284
144234, -9.695114
144235, NaN
144236, -22.121457
144237, -15.911379
144238, -12.092345
144239, -11.761254
144240, -18.888060
144241, -13.511939
144242, -11.387360
144243, -22.608452
144244, -10.534941
144245, -11.469279
144246, -14.715046
144247, -27.437487
144248, -21.994540
144249, 0.481173
144250, 7.403591
144251, 17.389470
144252, -8.994479
144253, -9.864758
144254, 9.294092
144255, 4.210509
144256, -20.667981
144257, -23.177982
144258, -22.834802
144259, -8.672222
144260, -13.487206
144261, -20.361918
144262, -14.081329
144263, -9.989499
144264, 1.433515
144265, -11.245304
144266, -9.067425
144267, 14.384517
144268, -12.107010
144269, -14.174609
144270, -10.404087
144271, -12.027414
144272, -11.240412
144273, -12.992109
144274, -22.234313
144275, -15.230860
144276, -13.372933
144277, -10.811310
144278, -10.448682
144279, -10.161781
144280, -13.593021
144281, -13.652133
144282, -11.138546
144283, -10.811845
144284, -21.027937
144285, -21.451685
144286, -9.408422
144287, -13.977711
144288, -13.422610
144289, -20.358503
144290, -4.431621
144291, -8.436816
144292, -11.031395
144293, -10.949713
144294, -11.868627
144295, -13.052805
144296, -16.537427
144297, 10.974018
144298, -9.774186
144299, -9.567344
144300, -10.289946
144301, -12.441015
144302, -27.529164
144303, -11.276370
144304, -13.733527
144305, -9.854525
144306, -9.590599
144307, -15.549476
144308, -12.561526
144309, -9.666418
144310, 7.626680
144311, -22.391679
144312, 9.317184
144313, 5.560738
144314, -11.372980
144315, -12.381507
144316, -9.443286
144317, -18.337232
144318, -10.169051
144319, 15.416583
144320, -12.131267
144321, -12.917547
144322, -26.121502
144323, -12.030497
144324, -12.502315
144325, -9.262131
144326, 12.827300
144327, 9.217026
144328, 10.917877
144329, -9.602637
144330, -8.807437
144331, NaN
144332, -11.287553
144333, -17.929616
144334, -12.180155
144335, -5.868434
144336, -9.787979
144337, -13.185961
144338, -12.532881
144339, -22.612604
144340, -9.574689
144341, -11.808737
144342, -12.273178
144343, -12.474901
144344, -10.909380
144345, -13.680772
144346, -11.075452
144347, -8.636194
144348, -9.058362
144349, -6.318106
144350, -9.561981
144351, -10.653388
144352, -12.403503
144353, -8.891377
144354, -8.442261
144355, -10.874125
144356, 1.994603
144357, -14.025535
144358, -9.191981
144359, -9.174049
144360, -10.634515
144361, -20.895466
144362, -10.435958
144363, -11.515471
144364, -8.156330
144365, -15.089663
144366, 10.251952
144367, -10.473211
144368, -6.009936
144369, -10.363699
144370, -9.395097
144371, -0.845140
144372, -9.601342
144373, -10.129653
144374, 0.801296
144375, -11.397058
144376, 1.772814
144377, -13.832666
144378, -10.328842
144379, -11.674225
144380, -13.298060
144381, -12.507485
144382, -11.044879
144383, -10.127713
144384, -4.975431
144385, 8.880929
144386, -9.375141
144387, 3.267050
144388, -9.984435
144389, -5.756763
144390, -8.557340
144391, -9.324406
144392, -28.862817
144393, -10.548014
144394, -9.263444
144395, -9.863034
144396, -10.193599
144397, -9.129140
144398, -10.226046
144399, -8.504193
144400, -10.137416
144401, -11.600817
144402, -6.498190
144403, -8.493855
144404, -9.186424
144405, -8.242766
144406, -12.154733
144407, -11.426198
144408, -12.053625
144409, -11.461652
144410, -11.673478
144411, -9.213545
144412, -10.295112
144413, -26.962367
144414, -11.266884
144415, -13.606883
144416, -18.406584
144417, -4.506068
144418, -11.230524
144419, -11.147094
144420, -9.459674
144421, -11.105783
144422, -9.436133
144423, -8.499119
144424, -11.317631
144425, -8.823397
144426, -8.056002
144427, NaN
144428, -9.249748
144429, -9.371746
144430, -8.688813
144431, -9.031679
144432, -5.300565
144433, -9.746743
144434, -10.791492
144435, -11.754016
144436, -7.906794
144437, 12.237430
144438, -10.345651
144439, -9.763345
144440, -7.197427
144441, -14.536025
144442, -12.487913
144443, -5.505100
144444, -8.795252
144445, -9.060377
144446, -8.406553
144447, -7.378857
144448, 9.635854
144449, -11.350970
144450, -9.541804
144451, -9.108237
144452, -6.467709
144453, -9.693745
144454, -8.943265
144455, -6.057372
144456, -7.421436
144457, 4.088419
144458, -8.704458
144459, -8.998653
144460, -9.468461
144461, -7.426603
144462, -12.049919
144463, -10.929146
144464, -8.523382
144465, -8.459246
144466, -7.730585
144467, -9.027623
144468, -11.158005
144469, -12.210966
144470, -7.434901
144471, -9.135917
144472, -9.122558
144473, -11.897074
144474, -6.546021
144475, -7.585465
144476, -9.848818
144477, -8.762708
144478, 4.214653
144479, -8.732314
144480, -10.308276
144481, -7.820548
144482, -11.573086
144483, -8.671553
144484, -5.620601
144485, -7.778826
144486, -12.164035
144487, -1.959866
144488, 9.473060
144489, -10.770050
144490, -8.822531
144491, -4.045651
144492, -6.726018
144493, -8.066203
144494, 9.066375
144495, -10.077983
144496, -7.756770
144497, -8.135577
144498, -10.090185
144499, -7.614959
144500, -9.894541
144501, -4.795534
144502, -9.659993
144503, -7.311938
144504, -8.875764
144505, -8.627319
144506, -10.380892
144507, -7.110118
144508, -8.205271
144509, -8.350144
144510, -10.435724
144511, -9.474871
144512, -8.439145
144513, -2.536693
144514, -7.498739
144515, 5.178158
144516, -10.504112
144517, -8.652848
144518, -10.154694
144519, -10.674898
144520, -7.800412
144521, -8.558989
144522, -7.818928
144523, NaN
144524, -9.981611
144525, -13.050050
144526, -10.663456
144527, -9.955396
144528, -8.201699
144529, -9.200099
144530, -9.348318
144531, -6.771525
144532, -0.024639
144533, -3.133834
144534, -8.190175
144535, -6.673858
144536, -10.445999
144537, -8.631095
144538, -4.835639
144539, -9.771201
144540, -10.455184
144541, -9.048461
144542, -7.329244
144543, -11.231979
144544, -7.285669
144545, -7.149179
144546, -6.429678
144547, -6.179297
144548, -4.221379
144549, -8.838678
144550, -8.169308
144551, -13.502293
144552, -7.345802
144553, -9.478722
144554, -8.613088
144555, -6.360192
144556, -7.128985
144557, -9.238152
144558, -9.291680
144559, -6.590700
144560, -8.930658
144561, -5.089013
144562, -7.480284
144563, -8.433032
144564, -5.619805
144565, -7.339923
144566, -7.891645
144567, -6.670947
144568, -5.143743
144569, -8.481266
144570, -8.500741
144571, -2.446211
144572, -4.869362
144573, -5.198368
144574, -5.570870
144575, -9.436438
144576, -0.324918
144577, -10.130580
144578, -7.214630
144579, -9.682360
144580, -5.745731
144581, -9.970186
144582, -6.667766
144583, -8.481053
144584, -10.487356
144585, -3.652946
144586, -2.447406
144587, -8.008691
144588, -1.751088
144589, -10.114896
144590, -9.785016
144591, -5.421738
144592, -7.712151
144593, -5.900394
144594, -7.501013
144595, -1.204535
144596, -2.141923
144597, -6.642140
144598, -8.159049
144599, -5.621649
144600, -6.018508
144601, -8.572536
144602, -6.201261
144603, -5.441508
144604, -5.654378
144605, -9.956314
144606, -7.961081
144607, -7.579209
144608, -8.378598
144609, -8.020416
144610, 0.740063
144611, -3.234894
144612, -3.634184
144613, -2.826200
144614, -6.507156
144615, -2.564752
144616, -2.101472
144617, -8.157308
144618, -6.776174
144619, NaN
144620, -9.259320
144621, -8.760774
144622, -5.441412
144623, -6.283680
144624, -8.959955
144625, -9.088365
144626, -5.351212
144627, -7.296310
144628, -7.999746
144629, -5.848654
144630, -7.615641
144631, -6.807740
144632, -3.253913
144633, -8.182176
144634, -8.569901
144635, -1.802703
144636, -5.444987
144637, -0.502970
144638, -1.313337
144639, -5.831640
144640, -8.496239
144641, -7.522563
144642, -6.073204
144643, -8.916812
144644, -7.306072
144645, -5.315960
144646, -5.869181
144647, -8.439645
144648, -1.214628
144649, -5.806076
144650, -6.766535
144651, -5.135743
144652, -7.041567
144653, -8.346737
144654, -6.283040
144655, -8.076879
144656, -1.788053
144657, -0.236254
144658, -2.131058
144659, -2.045348
144660, -3.826179
144661, -3.246112
144662, -5.673982
144663, -2.978803
144664, -8.194325
144665, -4.862927
144666, -6.844796
144667, -7.821595
144668, -5.393771
144669, -2.042926
144670, -1.565267
144671, -3.041745
144672, -6.058061
144673, -1.847373
144674, -2.768960
144675, -6.681024
144676, -1.601540
144677, -5.150152
144678, -2.011899
144679, -3.303394
144680, -2.519676
144681, -2.737419
144682, -1.966607
144683, -1.458824
144684, -8.244610
144685, -9.629491
144686, -5.395064
144687, -6.824163
144688, -4.158855
144689, -0.227635
144690, -5.920459
144691, -7.084900
144692, -1.351953
144693, -5.569530
144694, -0.953448
144695, -5.925344
144696, -3.489122
144697, -1.733861
144698, -5.686998
144699, -4.378950
144700, -4.394219
144701, -4.550384
144702, -6.575572
144703, 6.625007
144704, -1.640325
144705, -6.580249
144706, -6.646984
144707, -2.470147
144708, -2.455284
144709, -1.400459
144710, -9.948828
144711, -5.352231
144712, -5.520806
144713, -5.854848
144714, -6.769471
144715, NaN
144716, -6.326914
144717, -7.000661
144718, -5.764581
144719, -6.181584
144720, -5.305058
144721, 1.616124
144722, 0.086391
144723, -4.726761
144724, -5.416557
144725, -5.798294
144726, -0.028737
144727, -4.845854
144728, -0.908085
144729, -7.560631
144730, -6.467703
144731, 1.156696
144732, -1.156021
144733, 0.087755
144734, -0.534997
144735, -0.679961
144736, -1.560533
144737, -5.808566
144738, -2.902914
144739, -2.803781
144740, -3.169559
144741, -2.172740
144742, -6.227049
144743, -7.118273
144744, -1.873266
144745, -4.769235
144746, -0.788967
144747, -6.161368
144748, -6.923195
144749, -6.145030
144750, -5.238673
144751, -5.062346
144752, -6.229867
144753, 0.709421
144754, -2.230073
144755, -0.992795
144756, -0.839084
144757, -1.455781
144758, -2.159521
144759, -1.156542
144760, -4.335302
144761, -7.458835
144762, -1.868793
144763, -1.672313
144764, -2.990180
144765, -1.509805
144766, -1.347956
144767, -1.226475
144768, -6.461100
144769, -0.622327
144770, -2.842378
144771, -1.036313
144772, -2.925960
144773, -5.520460
144774, -0.465074
144775, -2.855274
144776, -0.920296
144777, -0.615050
144778, 0.314412
144779, -2.466503
144780, -3.271238
144781, -2.378271
144782, -1.786764
144783, 0.712713
144784, 1.600854
144785, -0.455198
144786, -0.503188
144787, -1.276143
144788, -2.103363
144789, -1.881262
144790, -3.606352
144791, -8.219409
144792, -0.790467
144793, -5.336136
144794, -0.741875
144795, -1.095739
144796, -1.841352
144797, -1.209745
144798, -3.268121
144799, -2.885960
144800, -1.772009
144801, -1.670844
144802, 2.020371
144803, -3.183877
144804, -5.285621
144805, -5.502309
144806, -0.891722
144807, -6.058671
144808, -5.218792
144809, -6.920914
144810, -4.706423
144811, -5.957080
144812, -3.113988
144813, -0.954166
144814, -0.930797
144815, -0.075219
144816, -5.453942
144817, 0.944832
144818, -0.981726
144819, -7.559413
144820, -3.104449
144821, -7.068799
